OrderID,OrderDate,CustomerID,CustomerName,Region,City,ProductID,ProductName,Category,Quantity,UnitPrice,SalesAmount,Discount,Profit
O02008,2025-04-13,C216,Customer 216,Region 9,City 7,P006,Product 6,Category 6,10,65.37,653.7,5,51.5
O02009,2025-12-04,C158,Customer 158,Region 9,City 9,P066,Product 66,Category 6,10,79.06,790.6,20,132.01
O02010,2025-12-05,C270,Customer 270,Region 1,City 1,P053,Product 53,Category 8,2,434.3,868.6,20,130.59
O02011,2025-01-26,C101,Customer 101,Region 7,City 12,P013,Product 13,Category 13,3,47.04,141.12,15,19.33
O02012,2025-01-11,C111,Customer 111,Region 7,City 22,P007,Product 7,Category 7,4,451.77,1807.08,0,91.37
O02013,2025-12-13,C010,Customer 10,Region 6,City 11,P052,Product 52,Category 7,4,409.71,1638.84,0,244.11
O02014,2025-01-19,C260,Customer 260,Region 3,City 21,P018,Product 18,Category 3,5,218.78,1093.9,5,151.87
O02015,2025-02-26,C068,Customer 68,Region 5,City 9,P025,Product 25,Category 10,1,34.77,34.77,15,8.68
O02016,2025-05-10,C289,Customer 289,Region 6,City 20,P044,Product 44,Category 14,8,37.1,296.8,15,59.0
O02017,2025-12-23,C126,Customer 126,Region 7,City 7,P001,Product 1,Category 1,10,254.75,2547.5,20,396.34
O02018,2025-08-20,C021,Customer 21,Region 5,City 22,P071,Product 71,Category 11,5,289.19,1445.95,0,323.27
O02019,2025-08-10,C271,Customer 271,Region 2,City 2,P088,Product 88,Category 13,10,289.01,2890.1,20,828.96
O02020,2025-10-19,C095,Customer 95,Region 7,City 6,P040,Product 40,Category 10,5,456.29,2281.45,0,197.91
O02021,2025-01-31,C073,Customer 73,Region 7,City 14,P042,Product 42,Category 12,10,416.99,4169.9,10,576.96
O02022,2025-03-08,C288,Customer 288,Region 8,City 19,P071,Product 71,Category 11,3,289.19,867.57,10,85.09
O02023,2025-03-21,C271,Customer 271,Region 2,City 2,P091,Product 91,Category 1,9,338.65,3047.85,5,183.96
O02024,2025-04-10,C044,Customer 44,Region 2,City 15,P038,Product 38,Category 8,6,30.8,184.8,0,51.02
O02025,2025-11-08,C227,Customer 227,Region 9,City 18,P092,Product 92,Category 2,1,134.34,134.34,20,12.46
O02026,2025-04-02,C178,Customer 178,Region 3,City 29,P066,Product 66,Category 6,6,79.06,474.36,0,91.26
O02027,2025-08-11,C084,Customer 84,Region 9,City 25,P044,Product 44,Category 14,3,37.1,111.3,20,31.67
O02028,2025-07-19,C182,Customer 182,Region 5,City 3,P001,Product 1,Category 1,7,254.75,1783.25,20,433.16
O02029,2025-02-26,C009,Customer 9,Region 7,City 10,P093,Product 93,Category 3,9,53.85,484.65,5,102.91
O02030,2025-05-26,C122,Customer 122,Region 3,City 3,P064,Product 64,Category 4,8,445.94,3567.52,15,204.3
O02031,2025-07-08,C055,Customer 55,Region 4,City 26,P068,Product 68,Category 8,3,366.31,1098.93,0,97.68
O02032,2025-03-12,C040,Customer 40,Region 3,City 11,P100,Product 100,Category 10,10,118.57,1185.7,15,338.53
O02033,2025-01-01,C001,Customer 1,Region 10,City 2,P084,Product 84,Category 9,8,410.58,3284.64,5,648.57
O02034,2025-01-12,C284,Customer 284,Region 8,City 15,P051,Product 51,Category 6,6,16.21,97.26,0,10.47
O02035,2025-11-13,C102,Customer 102,Region 7,City 13,P026,Product 26,Category 11,1,474.87,474.87,15,68.51
O02036,2025-12-11,C256,Customer 256,Region 10,City 17,P017,Product 17,Category 2,2,373.36,746.72,20,117.71
O02037,2025-06-06,C106,Customer 106,Region 2,City 17,P048,Product 48,Category 3,8,392.2,3137.6,0,580.86
O02038,2025-05-20,C200,Customer 200,Region 3,City 21,P074,Product 74,Category 14,1,291.07,291.07,0,41.56
O02039,2025-07-04,C183,Customer 183,Region 1,City 4,P026,Product 26,Category 11,2,474.87,949.74,20,197.9
O02040,2025-07-05,C041,Customer 41,Region 4,City 12,P078,Product 78,Category 3,8,382.56,3060.48,5,788.49
O02041,2025-09-03,C281,Customer 281,Region 8,City 12,P036,Product 36,Category 6,8,93.48,747.84,20,202.46
O02042,2025-06-26,C210,Customer 210,Region 7,City 1,P048,Product 48,Category 3,10,392.2,3922.0,0,1030.36
O02043,2025-07-05,C031,Customer 31,Region 5,City 2,P056,Product 56,Category 11,6,261.99,1571.94,15,228.16
O02044,2025-11-06,C079,Customer 79,Region 7,City 20,P095,Product 95,Category 5,9,177.16,1594.44,20,383.03
O02045,2025-11-07,C221,Customer 221,Region 1,City 12,P057,Product 57,Category 12,5,310.13,1550.65,5,254.15
O02046,2025-01-18,C277,Customer 277,Region 10,City 8,P019,Product 19,Category 4,7,20.62,144.34,5,31.51
O02047,2025-06-25,C205,Customer 205,Region 6,City 26,P069,Product 69,Category 9,8,386.3,3090.4,5,575.13
O02048,2025-04-14,C101,Customer 101,Region 7,City 12,P045,Product 45,Category 15,5,189.29,946.45,0,267.69
O02049,2025-12-13,C076,Customer 76,Region 6,City 17,P013,Product 13,Category 13,7,47.04,329.28,5,76.26
O02050,2025-07-24,C199,Customer 199,Region 8,City 20,P039,Product 39,Category 9,4,489.97,1959.88,5,179.2
O02051,2025-04-24,C189,Customer 189,Region 9,City 10,P011,Product 11,Category 11,9,48.35,435.15,10,57.05
O02052,2025-05-21,C034,Customer 34,Region 2,City 5,P021,Product 21,Category 6,3,126.09,378.27,15,109.5
O02053,2025-10-31,C227,Customer 227,Region 9,City 18,P033,Product 33,Category 3,4,392.37,1569.48,0,264.25
O02054,2025-01-01,C300,Customer 300,Region 5,City 1,P080,Product 80,Category 5,5,322.73,1613.65,0,167.94
O02055,2025-12-14,C100,Customer 100,Region 1,City 11,P026,Product 26,Category 11,2,474.87,949.74,15,124.12
O02056,2025-08-17,C293,Customer 293,Region 3,City 24,P077,Product 77,Category 2,4,475.01,1900.04,20,165.08
O02057,2025-09-10,C196,Customer 196,Region 6,City 17,P043,Product 43,Category 13,8,374.4,2995.2,15,801.66
O02058,2025-10-16,C244,Customer 244,Region 3,City 5,P046,Product 46,Category 1,2,42.09,84.18,20,5.7
O02059,2025-07-24,C146,Customer 146,Region 7,City 27,P093,Product 93,Category 3,3,53.85,161.55,10,11.7
O02060,2025-05-26,C261,Customer 261,Region 5,City 22,P056,Product 56,Category 11,1,261.99,261.99,15,40.75
O02061,2025-03-03,C201,Customer 201,Region 4,City 22,P081,Product 81,Category 6,1,112.74,112.74,20,17.25
O02062,2025-10-18,C270,Customer 270,Region 1,City 1,P082,Product 82,Category 7,10,387.7,3877.0,15,242.53
O02063,2025-11-25,C074,Customer 74,Region 7,City 15,P066,Product 66,Category 6,5,79.06,395.3,10,42.37
O02064,2025-12-11,C278,Customer 278,Region 2,City 9,P084,Product 84,Category 9,10,410.58,4105.8,5,299.93
O02065,2025-05-15,C225,Customer 225,Region 7,City 16,P019,Product 19,Category 4,7,20.62,144.34,20,18.05
O02066,2025-01-12,C288,Customer 288,Region 8,City 19,P086,Product 86,Category 11,6,371.95,2231.7,10,332.88
O02067,2025-02-24,C145,Customer 145,Region 10,City 26,P097,Product 97,Category 7,10,226.37,2263.7,20,311.67
O02068,2025-09-24,C006,Customer 6,Region 9,City 7,P011,Product 11,Category 11,1,48.35,48.35,0,7.37
O02069,2025-02-16,C096,Customer 96,Region 4,City 7,P063,Product 63,Category 3,8,307.88,2463.04,5,729.24
O02070,2025-08-12,C231,Customer 231,Region 7,City 22,P073,Product 73,Category 13,6,98.73,592.38,5,126.18
O02071,2025-05-14,C080,Customer 80,Region 8,City 21,P081,Product 81,Category 6,3,112.74,338.22,5,56.84
O02072,2025-03-18,C257,Customer 257,Region 6,City 18,P100,Product 100,Category 10,1,118.57,118.57,5,21.46
O02073,2025-02-18,C250,Customer 250,Region 5,City 11,P076,Product 76,Category 1,2,21.06,42.12,5,4.8
O02074,2025-12-31,C228,Customer 228,Region 7,City 19,P060,Product 60,Category 15,1,197.8,197.8,20,45.52
O02075,2025-01-27,C080,Customer 80,Region 8,City 21,P058,Product 58,Category 13,8,201.63,1613.04,15,317.15
O02076,2025-07-18,C228,Customer 228,Region 7,City 19,P036,Product 36,Category 6,8,93.48,747.84,5,206.22
O02077,2025-04-27,C089,Customer 89,Region 3,City 30,P080,Product 80,Category 5,10,322.73,3227.3,0,666.64
O02078,2025-07-22,C233,Customer 233,Region 2,City 24,P065,Product 65,Category 5,1,194.4,194.4,15,20.38
O02079,2025-11-21,C158,Customer 158,Region 9,City 9,P060,Product 60,Category 15,1,197.8,197.8,0,58.44
O02080,2025-10-11,C209,Customer 209,Region 10,City 30,P099,Product 99,Category 9,7,154.71,1082.97,20,107.51
O02081,2025-08-24,C296,Customer 296,Region 2,City 27,P039,Product 39,Category 9,10,489.97,4899.7,10,305.35
O02082,2025-08-21,C158,Customer 158,Region 9,City 9,P078,Product 78,Category 3,2,382.56,765.12,5,111.36
O02083,2025-01-05,C163,Customer 163,Region 5,City 14,P007,Product 7,Category 7,2,451.77,903.54,15,249.45
O02084,2025-10-25,C098,Customer 98,Region 5,City 9,P015,Product 15,Category 15,6,366.97,2201.82,15,135.79
O02085,2025-02-12,C288,Customer 288,Region 8,City 19,P049,Product 49,Category 4,10,491.59,4915.9,20,669.8
O02086,2025-09-16,C172,Customer 172,Region 1,City 23,P084,Product 84,Category 9,6,410.58,2463.48,0,730.15
O02087,2025-03-15,C102,Customer 102,Region 7,City 13,P012,Product 12,Category 12,8,453.15,3625.2,20,544.35
O02088,2025-08-26,C220,Customer 220,Region 9,City 11,P057,Product 57,Category 12,1,310.13,310.13,20,28.23
O02089,2025-05-14,C149,Customer 149,Region 9,City 30,P072,Product 72,Category 12,7,27.53,192.71,0,41.83
O02090,2025-11-09,C246,Customer 246,Region 10,City 7,P091,Product 91,Category 1,6,338.65,2031.9,10,549.18
O02091,2025-11-23,C103,Customer 103,Region 3,City 14,P069,Product 69,Category 9,7,386.3,2704.1,10,155.26
O02092,2025-07-14,C048,Customer 48,Region 10,City 19,P100,Product 100,Category 10,8,118.57,948.56,0,73.35
O02093,2025-12-18,C134,Customer 134,Region 2,City 15,P098,Product 98,Category 8,1,335.46,335.46,0,39.85
O02094,2025-02-27,C188,Customer 188,Region 2,City 9,P048,Product 48,Category 3,7,392.2,2745.4,10,613.03
O02095,2025-04-04,C067,Customer 67,Region 1,City 8,P066,Product 66,Category 6,9,79.06,711.54,0,167.1
O02096,2025-07-20,C288,Customer 288,Region 8,City 19,P036,Product 36,Category 6,7,93.48,654.36,10,171.11
O02097,2025-06-05,C299,Customer 299,Region 8,City 30,P056,Product 56,Category 11,1,261.99,261.99,20,48.6
O02098,2025-10-21,C098,Customer 98,Region 5,City 9,P013,Product 13,Category 13,3,47.04,141.12,15,11.64
O02099,2025-09-18,C024,Customer 24,Region 2,City 25,P007,Product 7,Category 7,4,451.77,1807.08,20,469.63
O02100,2025-11-22,C002,Customer 2,Region 1,City 3,P023,Product 23,Category 8,7,444.27,3109.89,20,433.89
O02101,2025-03-06,C159,Customer 159,Region 9,City 10,P021,Product 21,Category 6,4,126.09,504.36,20,118.89
O02102,2025-06-28,C064,Customer 64,Region 2,City 5,P072,Product 72,Category 12,2,27.53,55.06,20,3.94
O02103,2025-12-08,C007,Customer 7,Region 10,City 8,P067,Product 67,Category 7,5,245.24,1226.2,0,351.33
O02104,2025-10-16,C149,Customer 149,Region 9,City 30,P074,Product 74,Category 14,1,291.07,291.07,5,85.09
O02105,2025-01-23,C150,Customer 150,Region 8,City 1,P023,Product 23,Category 8,6,444.27,2665.62,20,224.21
O02106,2025-11-11,C214,Customer 214,Region 3,City 5,P041,Product 41,Category 11,10,267.12,2671.2,15,359.66
O02107,2025-03-20,C113,Customer 113,Region 8,City 24,P099,Product 99,Category 9,3,154.71,464.13,5,130.08
O02108,2025-01-25,C267,Customer 267,Region 5,City 28,P097,Product 97,Category 7,7,226.37,1584.59,15,208.67
O02109,2025-12-14,C218,Customer 218,Region 4,City 9,P021,Product 21,Category 6,4,126.09,504.36,15,107.1
O02110,2025-10-16,C124,Customer 124,Region 5,City 5,P038,Product 38,Category 8,2,30.8,61.6,20,17.07
O02111,2025-09-10,C054,Customer 54,Region 10,City 25,P005,Product 5,Category 5,4,86.73,346.92,10,57.55
O02112,2025-08-02,C263,Customer 263,Region 2,City 24,P052,Product 52,Category 7,9,409.71,3687.39,10,457.83
O02113,2025-09-30,C071,Customer 71,Region 3,City 12,P089,Product 89,Category 14,9,220.92,1988.28,20,432.34
O02114,2025-12-28,C141,Customer 141,Region 2,City 22,P051,Product 51,Category 6,10,16.21,162.1,5,36.56
O02115,2025-06-19,C007,Customer 7,Region 10,City 8,P022,Product 22,Category 7,6,474.2,2845.2,15,821.24
O02116,2025-02-22,C278,Customer 278,Region 2,City 9,P001,Product 1,Category 1,1,254.75,254.75,20,60.39
O02117,2025-03-28,C009,Customer 9,Region 7,City 10,P041,Product 41,Category 11,2,267.12,534.24,20,101.71
O02118,2025-02-17,C097,Customer 97,Region 6,City 8,P095,Product 95,Category 5,2,177.16,354.32,20,74.18
O02119,2025-06-25,C073,Customer 73,Region 7,City 14,P007,Product 7,Category 7,10,451.77,4517.7,5,407.08
O02120,2025-05-02,C182,Customer 182,Region 5,City 3,P065,Product 65,Category 5,8,194.4,1555.2,15,411.59
O02121,2025-11-07,C185,Customer 185,Region 10,City 6,P085,Product 85,Category 10,5,456.11,2280.55,5,422.59
O02122,2025-03-18,C254,Customer 254,Region 7,City 15,P092,Product 92,Category 2,10,134.34,1343.4,20,344.85
O02123,2025-07-02,C218,Customer 218,Region 4,City 9,P098,Product 98,Category 8,5,335.46,1677.3,20,444.2
O02124,2025-10-14,C203,Customer 203,Region 9,City 24,P015,Product 15,Category 15,9,366.97,3302.73,10,733.83
O02125,2025-04-21,C046,Customer 46,Region 4,City 17,P099,Product 99,Category 9,5,154.71,773.55,10,80.74
O02126,2025-04-02,C080,Customer 80,Region 8,City 21,P056,Product 56,Category 11,1,261.99,261.99,15,18.15
O02127,2025-03-26,C216,Customer 216,Region 9,City 7,P006,Product 6,Category 6,3,65.37,196.11,20,29.33
O02128,2025-10-26,C245,Customer 245,Region 3,City 6,P001,Product 1,Category 1,5,254.75,1273.75,10,178.42
O02129,2025-05-18,C068,Customer 68,Region 5,City 9,P033,Product 33,Category 3,6,392.37,2354.22,15,204.09
O02130,2025-05-25,C159,Customer 159,Region 9,City 10,P017,Product 17,Category 2,5,373.36,1866.8,0,237.47
O02131,2025-01-26,C020,Customer 20,Region 4,City 21,P066,Product 66,Category 6,3,79.06,237.18,20,36.55
O02132,2025-03-17,C015,Customer 15,Region 6,City 16,P069,Product 69,Category 9,5,386.3,1931.5,20,525.05
O02133,2025-11-04,C194,Customer 194,Region 1,City 15,P089,Product 89,Category 14,4,220.92,883.68,0,101.63
O02134,2025-04-25,C047,Customer 47,Region 2,City 18,P013,Product 13,Category 13,1,47.04,47.04,10,5.29
O02135,2025-04-01,C219,Customer 219,Region 1,City 10,P089,Product 89,Category 14,9,220.92,1988.28,5,212.28
O02136,2025-08-12,C181,Customer 181,Region 4,City 2,P091,Product 91,Category 1,9,338.65,3047.85,20,793.71
O02137,2025-04-07,C230,Customer 230,Region 1,City 21,P068,Product 68,Category 8,9,366.31,3296.79,10,248.51
O02138,2025-03-14,C261,Customer 261,Region 5,City 22,P051,Product 51,Category 6,4,16.21,64.84,0,12.31
O02139,2025-10-28,C097,Customer 97,Region 6,City 8,P086,Product 86,Category 11,8,371.95,2975.6,5,398.94
O02140,2025-11-22,C145,Customer 145,Region 10,City 26,P054,Product 54,Category 9,9,12.91,116.19,5,33.49
O02141,2025-05-20,C202,Customer 202,Region 7,City 23,P081,Product 81,Category 6,7,112.74,789.18,10,120.76
O02142,2025-07-05,C162,Customer 162,Region 7,City 13,P075,Product 75,Category 15,6,418.32,2509.92,15,589.09
O02143,2025-10-10,C240,Customer 240,Region 5,City 1,P024,Product 24,Category 9,1,73.05,73.05,10,6.62
O02144,2025-08-11,C218,Customer 218,Region 4,City 9,P015,Product 15,Category 15,2,366.97,733.94,10,113.35
O02145,2025-08-04,C036,Customer 36,Region 9,City 7,P009,Product 9,Category 9,6,154.35,926.1,10,221.12
O02146,2025-08-11,C214,Customer 214,Region 3,City 5,P080,Product 80,Category 5,6,322.73,1936.38,15,511.12
O02147,2025-08-22,C220,Customer 220,Region 9,City 11,P075,Product 75,Category 15,3,418.32,1254.96,5,237.19
O02148,2025-05-30,C265,Customer 265,Region 8,City 26,P060,Product 60,Category 15,5,197.8,989.0,0,79.95
O02149,2025-07-12,C286,Customer 286,Region 10,City 17,P087,Product 87,Category 12,5,230.44,1152.2,10,280.87
O02150,2025-11-24,C211,Customer 211,Region 9,City 2,P027,Product 27,Category 12,7,273.37,1913.59,15,518.36
O02151,2025-11-08,C084,Customer 84,Region 9,City 25,P015,Product 15,Category 15,9,366.97,3302.73,10,553.9
O02152,2025-01-13,C207,Customer 207,Region 2,City 28,P011,Product 11,Category 11,7,48.35,338.45,15,40.77
O02153,2025-03-31,C043,Customer 43,Region 9,City 14,P007,Product 7,Category 7,1,451.77,451.77,5,131.48
O02154,2025-08-05,C221,Customer 221,Region 1,City 12,P014,Product 14,Category 14,8,159.28,1274.24,15,328.76
O02155,2025-07-11,C090,Customer 90,Region 4,City 1,P011,Product 11,Category 11,4,48.35,193.4,20,47.97
O02156,2025-11-25,C151,Customer 151,Region 10,City 2,P008,Product 8,Category 8,4,252.32,1009.28,15,181.64
O02157,2025-09-21,C216,Customer 216,Region 9,City 7,P079,Product 79,Category 4,2,47.04,94.08,15,5.83
O02158,2025-02-11,C266,Customer 266,Region 10,City 27,P008,Product 8,Category 8,3,252.32,756.96,10,59.0
O02159,2025-06-22,C061,Customer 61,Region 1,City 2,P064,Product 64,Category 4,5,445.94,2229.7,5,596.25
O02160,2025-12-15,C229,Customer 229,Region 2,City 20,P038,Product 38,Category 8,4,30.8,123.2,20,36.71
O02161,2025-10-14,C177,Customer 177,Region 8,City 28,P056,Product 56,Category 11,5,261.99,1309.95,10,278.49
O02162,2025-02-04,C179,Customer 179,Region 5,City 30,P047,Product 47,Category 2,9,198.11,1782.99,20,419.26
O02163,2025-11-10,C222,Customer 222,Region 8,City 13,P069,Product 69,Category 9,7,386.3,2704.1,5,391.9
O02164,2025-02-05,C188,Customer 188,Region 2,City 9,P076,Product 76,Category 1,6,21.06,126.36,20,37.88
O02165,2025-04-07,C242,Customer 242,Region 7,City 3,P078,Product 78,Category 3,6,382.56,2295.36,0,554.81
O02166,2025-10-10,C234,Customer 234,Region 8,City 25,P061,Product 61,Category 1,10,126.53,1265.3,0,378.1
O02167,2025-07-19,C015,Customer 15,Region 6,City 16,P083,Product 83,Category 8,3,465.48,1396.44,10,248.91
O02168,2025-04-29,C223,Customer 223,Region 3,City 14,P081,Product 81,Category 6,5,112.74,563.7,15,158.01
O02169,2025-02-05,C064,Customer 64,Region 2,City 5,P064,Product 64,Category 4,5,445.94,2229.7,20,341.3
O02170,2025-08-30,C026,Customer 26,Region 7,City 27,P083,Product 83,Category 8,7,465.48,3258.36,5,278.0
O02171,2025-08-05,C139,Customer 139,Region 8,City 20,P096,Product 96,Category 6,2,437.68,875.36,5,54.41
O02172,2025-05-26,C074,Customer 74,Region 7,City 15,P059,Product 59,Category 14,8,348.66,2789.28,10,427.38
O02173,2025-10-04,C020,Customer 20,Region 4,City 21,P022,Product 22,Category 7,5,474.2,2371.0,0,422.64
O02174,2025-03-03,C057,Customer 57,Region 7,City 28,P048,Product 48,Category 3,4,392.2,1568.8,5,79.1
O02175,2025-08-10,C256,Customer 256,Region 10,City 17,P075,Product 75,Category 15,5,418.32,2091.6,0,322.51
O02176,2025-12-20,C259,Customer 259,Region 7,City 20,P099,Product 99,Category 9,6,154.71,928.26,0,257.26
O02177,2025-07-14,C203,Customer 203,Region 9,City 24,P092,Product 92,Category 2,3,134.34,403.02,5,20.63
O02178,2025-06-20,C194,Customer 194,Region 1,City 15,P096,Product 96,Category 6,1,437.68,437.68,20,22.27
O02179,2025-11-15,C223,Customer 223,Region 3,City 14,P076,Product 76,Category 1,10,21.06,210.6,0,55.79
O02180,2025-11-18,C266,Customer 266,Region 10,City 27,P058,Product 58,Category 13,3,201.63,604.89,5,135.61
O02181,2025-08-16,C104,Customer 104,Region 4,City 15,P061,Product 61,Category 1,7,126.53,885.71,15,180.14
O02182,2025-12-07,C167,Customer 167,Region 3,City 18,P033,Product 33,Category 3,6,392.37,2354.22,5,152.9
O02183,2025-11-13,C138,Customer 138,Region 2,City 19,P026,Product 26,Category 11,5,474.87,2374.35,15,409.63
O02184,2025-04-29,C222,Customer 222,Region 8,City 13,P061,Product 61,Category 1,8,126.53,1012.24,15,193.0
O02185,2025-06-02,C231,Customer 231,Region 7,City 22,P063,Product 63,Category 3,5,307.88,1539.4,5,178.07
O02186,2025-10-31,C017,Customer 17,Region 7,City 18,P079,Product 79,Category 4,8,47.04,376.32,20,89.35
O02187,2025-01-21,C007,Customer 7,Region 10,City 8,P001,Product 1,Category 1,9,254.75,2292.75,15,558.5
O02188,2025-11-20,C274,Customer 274,Region 1,City 5,P056,Product 56,Category 11,9,261.99,2357.91,10,245.07
O02189,2025-10-17,C034,Customer 34,Region 2,City 5,P071,Product 71,Category 11,8,289.19,2313.52,10,533.61
O02190,2025-11-09,C019,Customer 19,Region 1,City 20,P008,Product 8,Category 8,6,252.32,1513.92,5,314.58
O02191,2025-05-20,C076,Customer 76,Region 6,City 17,P016,Product 16,Category 1,5,29.92,149.6,0,41.09
O02192,2025-06-12,C253,Customer 253,Region 7,City 14,P058,Product 58,Category 13,1,201.63,201.63,0,51.13
O02193,2025-06-19,C238,Customer 238,Region 5,City 29,P026,Product 26,Category 11,8,474.87,3798.96,15,291.7
O02194,2025-10-20,C163,Customer 163,Region 5,City 14,P066,Product 66,Category 6,5,79.06,395.3,0,26.93
O02195,2025-05-22,C155,Customer 155,Region 3,City 6,P070,Product 70,Category 10,1,231.01,231.01,0,32.11
O02196,2025-08-10,C174,Customer 174,Region 10,City 25,P093,Product 93,Category 3,3,53.85,161.55,5,44.18
O02197,2025-06-25,C001,Customer 1,Region 10,City 2,P020,Product 20,Category 5,8,261.28,2090.24,5,242.71
O02198,2025-01-17,C231,Customer 231,Region 7,City 22,P088,Product 88,Category 13,2,289.01,578.02,0,80.27
O02199,2025-03-04,C183,Customer 183,Region 1,City 4,P068,Product 68,Category 8,4,366.31,1465.24,10,306.66
O02200,2025-12-15,C004,Customer 4,Region 6,City 5,P083,Product 83,Category 8,9,465.48,4189.32,5,1069.5
O02201,2025-01-18,C054,Customer 54,Region 10,City 25,P053,Product 53,Category 8,9,434.3,3908.7,0,505.77
O02202,2025-09-05,C219,Customer 219,Region 1,City 10,P014,Product 14,Category 14,10,159.28,1592.8,15,214.91
O02203,2025-10-27,C013,Customer 13,Region 6,City 14,P026,Product 26,Category 11,8,474.87,3798.96,20,481.93
O02204,2025-04-18,C223,Customer 223,Region 3,City 14,P078,Product 78,Category 3,5,382.56,1912.8,5,269.35
O02205,2025-09-19,C156,Customer 156,Region 2,City 7,P096,Product 96,Category 6,1,437.68,437.68,15,110.17
O02206,2025-06-15,C119,Customer 119,Region 1,City 30,P099,Product 99,Category 9,9,154.71,1392.39,20,295.16
O02207,2025-10-05,C290,Customer 290,Region 2,City 21,P062,Product 62,Category 2,4,167.7,670.8,5,134.94
O02208,2025-11-10,C115,Customer 115,Region 5,City 26,P042,Product 42,Category 12,6,416.99,2501.94,5,176.71
O02209,2025-03-09,C279,Customer 279,Region 9,City 10,P018,Product 18,Category 3,4,218.78,875.12,10,167.83
O02210,2025-03-20,C167,Customer 167,Region 3,City 18,P028,Product 28,Category 13,2,186.78,373.56,15,66.37
O02211,2025-09-13,C156,Customer 156,Region 2,City 7,P094,Product 94,Category 4,5,65.36,326.8,20,74.64
O02212,2025-03-29,C025,Customer 25,Region 6,City 26,P079,Product 79,Category 4,2,47.04,94.08,5,17.98
O02213,2025-06-04,C186,Customer 186,Region 8,City 7,P050,Product 50,Category 5,9,464.52,4180.68,20,271.82
O02214,2025-11-08,C106,Customer 106,Region 2,City 17,P010,Product 10,Category 10,7,293.01,2051.07,10,535.36
O02215,2025-01-04,C149,Customer 149,Region 9,City 30,P043,Product 43,Category 13,7,374.4,2620.8,5,359.35
O02216,2025-04-23,C222,Customer 222,Region 8,City 13,P021,Product 21,Category 6,7,126.09,882.63,0,162.54
O02217,2025-03-10,C017,Customer 17,Region 7,City 18,P095,Product 95,Category 5,2,177.16,354.32,5,54.31
O02218,2025-05-06,C243,Customer 243,Region 10,City 4,P045,Product 45,Category 15,2,189.29,378.58,5,112.71
O02219,2025-10-13,C149,Customer 149,Region 9,City 30,P082,Product 82,Category 7,9,387.7,3489.3,0,739.72
O02220,2025-09-15,C022,Customer 22,Region 2,City 23,P085,Product 85,Category 10,10,456.11,4561.1,0,1172.98
O02221,2025-01-23,C098,Customer 98,Region 5,City 9,P093,Product 93,Category 3,1,53.85,53.85,0,12.16
O02222,2025-12-23,C205,Customer 205,Region 6,City 26,P025,Product 25,Category 10,8,34.77,278.16,15,55.47
O02223,2025-09-14,C097,Customer 97,Region 6,City 8,P089,Product 89,Category 14,9,220.92,1988.28,15,442.75
O02224,2025-09-03,C013,Customer 13,Region 6,City 14,P015,Product 15,Category 15,8,366.97,2935.76,15,721.39
O02225,2025-04-16,C220,Customer 220,Region 9,City 11,P084,Product 84,Category 9,4,410.58,1642.32,0,338.1
O02226,2025-01-31,C194,Customer 194,Region 1,City 15,P023,Product 23,Category 8,5,444.27,2221.35,10,281.19
O02227,2025-08-13,C291,Customer 291,Region 4,City 22,P059,Product 59,Category 14,10,348.66,3486.6,10,874.47
O02228,2025-09-09,C155,Customer 155,Region 3,City 6,P048,Product 48,Category 3,9,392.2,3529.8,15,854.89
O02229,2025-05-03,C012,Customer 12,Region 1,City 13,P043,Product 43,Category 13,8,374.4,2995.2,0,821.33
O02230,2025-07-06,C218,Customer 218,Region 4,City 9,P079,Product 79,Category 4,7,47.04,329.28,10,22.04
O02231,2025-04-19,C105,Customer 105,Region 7,City 16,P094,Product 94,Category 4,4,65.36,261.44,0,37.67
O02232,2025-02-14,C071,Customer 71,Region 3,City 12,P096,Product 96,Category 6,8,437.68,3501.44,0,974.64
O02233,2025-03-14,C080,Customer 80,Region 8,City 21,P050,Product 50,Category 5,9,464.52,4180.68,15,831.18
O02234,2025-02-02,C154,Customer 154,Region 10,City 5,P020,Product 20,Category 5,10,261.28,2612.8,10,443.45
O02235,2025-08-14,C285,Customer 285,Region 3,City 16,P059,Product 59,Category 14,3,348.66,1045.98,0,67.88
O02236,2025-05-18,C126,Customer 126,Region 7,City 7,P093,Product 93,Category 3,8,53.85,430.8,20,77.92
O02237,2025-08-29,C253,Customer 253,Region 7,City 14,P087,Product 87,Category 12,1,230.44,230.44,15,49.67
O02238,2025-11-14,C184,Customer 184,Region 1,City 5,P017,Product 17,Category 2,3,373.36,1120.08,10,157.66
O02239,2025-08-18,C213,Customer 213,Region 2,City 4,P007,Product 7,Category 7,6,451.77,2710.62,0,679.88
O02240,2025-01-31,C140,Customer 140,Region 2,City 21,P049,Product 49,Category 4,3,491.59,1474.77,5,175.17
O02241,2025-11-11,C107,Customer 107,Region 5,City 18,P018,Product 18,Category 3,2,218.78,437.56,5,65.32
O02242,2025-11-19,C061,Customer 61,Region 1,City 2,P024,Product 24,Category 9,2,73.05,146.1,5,34.06
O02243,2025-09-11,C141,Customer 141,Region 2,City 22,P024,Product 24,Category 9,1,73.05,73.05,15,14.62
O02244,2025-05-25,C094,Customer 94,Region 10,City 5,P071,Product 71,Category 11,2,289.19,578.38,5,37.23
O02245,2025-02-26,C204,Customer 204,Region 3,City 25,P086,Product 86,Category 11,5,371.95,1859.75,15,133.61
