OrderID,CustomerID,ProductID,OrderDate,Quantity,SalesAmount,Discount,Profit
O02412,C024,P039,2025-03-04,3,1469.91,5,345.1
O02413,C111,P073,2025-12-31,9,888.57,0,174.3
O02414,C044,P049,2025-04-24,7,3441.13,10,734.01
O02415,C080,P049,2025-09-11,5,2457.95,15,178.58
O02416,C172,P088,2025-01-13,8,2312.08,5,122.17
O02417,C226,P087,2025-11-04,9,2073.96,15,243.04
O02418,C177,P061,2025-04-21,3,379.59,10,107.75
O02419,C151,P042,2025-02-02,9,3752.91,0,661.37
O02420,C201,P028,2025-12-06,10,1867.8,15,516.69
O02421,C019,P074,2025-08-13,4,1164.28,0,299.3
O02422,C049,P094,2025-07-19,1,65.36,5,19.22
O02423,C179,P077,2025-11-10,10,4750.1,5,688.47
O02424,C132,P035,2025-09-24,3,447.09,5,54.53
O02425,C247,P094,2025-10-01,1,65.36,0,11.53
O02426,C181,P063,2025-06-20,5,1539.4,20,416.58
O02427,C091,P035,2025-03-17,8,1192.24,10,273.77
O02428,C105,P021,2025-01-24,8,1008.72,10,142.62
O02429,C247,P010,2025-05-22,9,2637.09,15,164.51
O02430,C250,P013,2025-12-24,10,470.4,0,38.79
O02431,C146,P046,2025-03-05,2,84.18,0,23.96
O02432,C264,P026,2025-10-23,10,4748.7,0,720.2
O02433,C207,P090,2025-12-04,5,1495.95,10,193.7
O02434,C177,P064,2025-05-26,2,891.88,15,104.51
O02435,C062,P043,2025-11-03,3,1123.2,20,187.36
O02436,C119,P075,2025-07-03,7,2928.24,20,499.72
O02437,C211,P005,2025-05-29,1,86.73,0,20.78
O02438,C062,P016,2025-11-20,10,299.2,15,58.55
O02439,C045,P086,2025-10-19,3,1115.85,10,274.33
O02440,C168,P071,2025-01-16,3,867.57,10,49.21
O02441,C146,P057,2025-05-27,5,1550.65,15,192.86
O02442,C073,P054,2025-05-09,6,77.46,5,14.04
O02443,C010,P057,2025-03-19,2,620.26,20,151.76
O02444,C186,P096,2025-04-10,8,3501.44,5,381.39
O02445,C032,P008,2025-10-27,1,252.32,5,43.01
O02446,C178,P088,2025-08-23,6,1734.06,5,511.61
O02447,C244,P067,2025-02-10,8,1961.92,5,317.82
O02448,C079,P068,2025-10-27,6,2197.86,10,330.51
O02449,C080,P036,2025-05-02,1,93.48,5,23.49
O02450,C126,P031,2025-11-17,7,489.3,20,123.67
O02451,C212,P009,2025-03-20,7,1080.45,5,67.04
O02452,C276,P093,2025-11-07,8,430.8,20,94.14
O02453,C270,P098,2025-08-12,1,335.46,15,85.03
O02454,C095,P030,2025-01-16,3,676.17,0,177.98
O02455,C008,P044,2025-04-10,4,148.4,15,16.68
O02456,C094,P043,2025-02-17,2,748.8,15,92.56
O02457,C219,P038,2025-04-30,6,184.8,20,40.17
O02458,C049,P052,2025-01-09,3,1229.13,0,79.31
O02459,C183,P028,2025-01-12,1,186.78,20,36.34
O02460,C142,P075,2025-07-13,2,836.64,10,188.67
O02461,C169,P056,2025-07-27,4,1047.96,20,221.04
O02462,C076,P047,2025-09-01,3,594.33,0,83.15
O02463,C284,P079,2025-07-31,5,235.2,10,15.4
O02464,C254,P080,2025-02-28,4,1290.92,5,295.05
O02465,C005,P063,2025-04-18,10,3078.8,20,850.04
O02466,C044,P084,2025-03-15,6,2463.48,10,692.89
O02467,C131,P017,2025-05-31,4,1493.44,5,275.91
O02468,C069,P025,2025-09-26,6,208.62,5,46.27
O02469,C004,P041,2025-12-19,1,267.12,15,29.84
O02470,C246,P005,2025-12-06,8,693.84,10,179.01
O02471,C187,P017,2025-06-25,10,3733.6,10,835.64
O02472,C026,P015,2025-08-02,10,3669.7,0,453.1
O02473,C263,P068,2025-09-18,4,1465.24,0,371.77
O02474,C093,P011,2025-09-04,2,96.7,0,15.62
O02475,C047,P020,2025-07-17,1,261.28,15,77.76
O02476,C099,P055,2025-05-07,7,1509.69,20,161.93
O02477,C256,P068,2025-03-05,2,732.62,0,64.72
O02478,C129,P084,2025-08-02,8,3284.64,0,265.6
O02479,C074,P001,2025-11-04,7,1783.25,0,266.22
O02480,C262,P008,2025-04-19,2,504.64,5,96.81
O02481,C063,P050,2025-01-01,6,2787.12,10,733.57
O02482,C280,P095,2025-02-22,7,1240.12,20,138.05
O02483,C268,P089,2025-05-24,10,2209.2,5,493.62
O02484,C166,P050,2025-03-19,3,1393.56,10,191.66
O02485,C070,P028,2025-08-23,3,560.34,0,57.34
O02486,C088,P050,2025-07-30,10,4645.2,0,522.42
O02487,C049,P012,2025-01-28,7,3172.05,20,169.29
O02488,C235,P076,2025-02-09,3,63.18,15,7.45
O02489,C077,P016,2025-07-11,8,239.36,5,71.21
O02490,C054,P015,2025-02-18,6,2201.82,15,372.89
O02491,C291,P015,2025-06-24,7,2568.79,20,644.38
O02492,C299,P053,2025-02-06,6,2605.8,10,609.01
O02493,C240,P087,2025-10-18,10,2304.4,0,470.61
O02494,C001,P061,2025-11-10,9,1138.77,0,239.41
O02495,C289,P057,2025-06-16,7,2170.91,15,200.41
O02496,C233,P049,2025-05-04,10,4915.9,20,878.84
O02497,C008,P017,2025-08-15,2,746.72,20,207.26
O02498,C096,P076,2025-11-21,6,126.36,20,22.82
O02499,C059,P005,2025-03-08,9,780.57,15,85.63
O02500,C011,P072,2025-11-22,6,165.18,0,15.66
O02501,C219,P059,2025-08-26,4,1394.64,20,193.95
O02502,C220,P076,2025-12-02,2,42.12,10,12.21
O02503,C136,P062,2025-12-23,5,838.5,20,175.95
O02504,C271,P046,2025-08-17,8,336.72,20,53.47
O02505,C296,P085,2025-03-02,3,1368.33,10,325.13
O02506,C145,P036,2025-12-18,7,654.36,0,92.28
O02507,C009,P036,2025-02-25,8,747.84,5,115.39
O02508,C223,P080,2025-03-20,3,968.19,5,133.56
O02509,C214,P008,2025-01-28,6,1513.92,0,305.82
O02510,C151,P006,2025-12-10,1,65.37,10,9.54
O02511,C106,P035,2025-02-06,3,447.09,20,70.97
O02512,C235,P079,2025-11-11,6,282.24,0,44.45
O02513,C023,P011,2025-03-20,4,193.4,5,40.82
O02514,C094,P097,2025-07-20,1,226.37,5,18.25
O02515,C268,P039,2025-11-04,8,3919.76,20,642.71
O02516,C067,P019,2025-04-10,9,185.58,10,45.43
O02517,C249,P019,2025-07-14,8,164.96,20,38.91
O02518,C230,P072,2025-04-20,3,82.59,5,21.58
O02519,C075,P087,2025-08-03,4,921.76,0,178.68
O02520,C194,P031,2025-11-14,6,419.4,15,98.09
O02521,C178,P079,2025-03-08,2,94.08,5,21.18
O02522,C104,P041,2025-08-22,3,801.36,0,45.74
O02523,C024,P012,2025-06-13,10,4531.5,0,227.64
O02524,C265,P030,2025-04-18,5,1126.95,0,147.55
O02525,C044,P049,2025-01-19,6,2949.54,15,630.56
O02526,C025,P003,2025-08-05,7,3053.54,5,508.69
O02527,C287,P073,2025-04-18,9,888.57,15,261.78
O02528,C137,P078,2025-08-14,5,1912.8,5,466.57
O02529,C040,P072,2025-06-06,2,55.06,15,11.44
O02530,C104,P088,2025-05-20,8,2312.08,15,483.87
O02531,C162,P003,2025-05-22,7,3053.54,20,156.32
O02532,C007,P077,2025-09-20,2,950.02,5,270.51
O02533,C033,P075,2025-09-23,8,3346.56,0,751.77
O02534,C134,P029,2025-10-22,6,1561.26,10,368.39
O02535,C116,P086,2025-03-21,5,1859.75,20,170.62
O02536,C133,P083,2025-09-26,9,4189.32,20,523.36
O02537,C016,P090,2025-07-20,7,2094.33,0,252.95
O02538,C187,P092,2025-07-05,9,1209.06,10,237.07
O02539,C251,P084,2025-02-14,10,4105.8,0,611.75
O02540,C103,P044,2025-06-21,7,259.7,5,75.36
O02541,C125,P056,2025-02-05,7,1833.93,10,359.63
O02542,C025,P089,2025-10-15,9,1988.28,20,524.08
O02543,C004,P091,2025-12-30,6,2031.9,10,483.23
O02544,C028,P052,2025-05-16,10,4097.1,15,1015.97
O02545,C043,P012,2025-09-07,9,4078.35,0,218.85
O02546,C140,P013,2025-04-21,8,376.32,10,66.79
O02547,C156,P037,2025-07-26,3,988.5,5,127.3
O02548,C085,P065,2025-09-03,8,1555.2,0,443.03
O02549,C236,P092,2025-04-30,6,806.04,20,188.55
O02550,C276,P087,2025-05-02,5,1152.2,5,272.85
O02551,C086,P059,2025-04-24,1,348.66,5,69.63
O02552,C215,P096,2025-09-24,8,3501.44,5,845.08
O02553,C102,P068,2025-09-14,3,1098.93,0,106.3
O02554,C237,P095,2025-05-25,3,531.48,0,93.64
O02555,C291,P096,2025-03-16,10,4376.8,10,517.28
O02556,C244,P032,2025-12-12,8,1969.28,20,545.15
O02557,C135,P035,2025-10-08,9,1341.27,20,319.67
O02558,C196,P074,2025-10-23,3,873.21,10,235.32
O02559,C255,P097,2025-11-01,1,226.37,10,29.59
O02560,C118,P016,2025-02-05,1,29.92,15,8.92
O02561,C223,P088,2025-09-28,8,2312.08,0,417.3
O02562,C280,P095,2025-02-20,10,1771.6,0,527.17
O02563,C196,P015,2025-09-28,10,3669.7,15,191.0
O02564,C217,P063,2025-06-06,9,2770.92,5,374.96
O02565,C238,P079,2025-07-19,5,235.2,20,31.24
O02566,C037,P015,2025-02-22,1,366.97,10,79.37
O02567,C140,P077,2025-04-26,2,950.02,20,160.11
O02568,C229,P081,2025-08-22,10,1127.4,15,133.26
O02569,C260,P080,2025-03-24,5,1613.65,10,132.26
O02570,C105,P099,2025-04-22,2,309.42,15,26.96
O02571,C122,P087,2025-02-09,2,460.88,0,126.06
O02572,C289,P018,2025-09-06,8,1750.24,5,198.0
O02573,C238,P036,2025-09-18,7,654.36,0,46.61
O02574,C156,P014,2025-04-12,7,1114.96,5,198.56
O02575,C042,P043,2025-11-02,2,748.8,10,154.15
O02576,C097,P100,2025-05-23,8,948.56,15,135.75
O02577,C031,P043,2025-05-02,9,3369.6,20,661.93
O02578,C145,P011,2025-12-23,9,435.15,0,48.06
O02579,C196,P082,2025-03-17,10,3877.0,5,773.73
O02580,C059,P032,2025-04-06,4,984.64,10,52.78
O02581,C132,P074,2025-03-21,6,1746.42,20,213.15
O02582,C282,P017,2025-09-21,7,2613.52,10,773.82
O02583,C244,P075,2025-04-01,1,418.32,20,65.51
O02584,C053,P094,2025-09-03,6,392.16,5,42.0
O02585,C194,P007,2025-02-22,1,451.77,10,29.55
O02586,C082,P061,2025-07-09,8,1012.24,10,55.92
O02587,C289,P085,2025-03-29,7,3192.77,0,623.93
O02588,C098,P016,2025-06-24,6,179.52,15,11.64
O02589,C100,P045,2025-06-17,7,1325.03,20,69.07
O02590,C080,P087,2025-07-13,7,1613.08,15,421.75
O02591,C194,P008,2025-06-11,9,2270.88,15,244.56
O02592,C264,P087,2025-05-27,7,1613.08,0,295.61
O02593,C136,P009,2025-04-21,10,1543.5,5,100.62
O02594,C044,P087,2025-10-01,5,1152.2,15,178.98
O02595,C230,P038,2025-10-17,4,123.2,20,11.62
O02596,C275,P044,2025-10-06,3,111.3,0,15.65
O02597,C065,P087,2025-04-05,1,230.44,15,61.83
O02598,C026,P024,2025-07-20,5,365.25,0,92.76
O02599,C079,P007,2025-03-28,5,2258.85,15,123.52
O02600,C257,P005,2025-03-05,10,867.3,10,210.55
O02601,C083,P017,2025-04-04,3,1120.08,0,192.76
O02602,C113,P071,2025-06-23,9,2602.71,5,249.26
O02603,C182,P023,2025-09-14,1,444.27,0,99.76
O02604,C184,P045,2025-08-25,6,1135.74,0,156.36
O02605,C107,P007,2025-08-20,9,4065.93,5,457.3
O02606,C234,P074,2025-04-01,10,2910.7,15,201.79
O02607,C006,P049,2025-11-07,2,983.18,20,52.93
O02608,C090,P013,2025-01-27,3,141.12,5,22.56
O02609,C034,P026,2025-04-27,4,1899.48,15,457.36
O02610,C205,P058,2025-02-20,3,604.89,10,139.73
O02611,C255,P018,2025-05-11,4,875.12,5,219.69
O02612,C283,P046,2025-02-24,1,42.09,0,3.7
O02613,C102,P098,2025-09-10,7,2348.22,5,672.11
O02614,C229,P066,2025-10-29,1,79.06,5,14.44
O02615,C018,P021,2025-02-20,3,378.27,10,100.61
O02616,C111,P075,2025-03-01,7,2928.24,20,701.34
O02617,C005,P010,2025-09-07,2,586.02,15,64.62
O02618,C004,P005,2025-04-25,4,346.92,5,31.64
O02619,C025,P055,2025-03-23,7,1509.69,0,80.62
O02620,C260,P050,2025-12-01,3,1393.56,5,245.85
O02621,C041,P044,2025-08-02,8,296.8,0,79.72
O02622,C298,P064,2025-02-14,6,2675.64,5,533.51
O02623,C107,P098,2025-01-11,9,3019.14,20,305.8
O02624,C136,P078,2025-08-16,5,1912.8,15,386.84
O02625,C241,P088,2025-09-13,10,2890.1,15,792.74
O02626,C155,P001,2025-06-18,8,2038.0,10,293.72
O02627,C093,P091,2025-03-06,7,2370.55,5,543.54
O02628,C152,P029,2025-01-13,1,260.21,0,61.53
O02629,C282,P036,2025-08-16,4,373.92,10,61.52
O02630,C036,P088,2025-02-21,7,2023.07,5,508.22
O02631,C240,P050,2025-04-03,7,3251.64,0,305.55
O02632,C107,P008,2025-12-28,9,2270.88,15,357.32
O02633,C254,P013,2025-04-10,7,329.28,15,77.06
O02634,C072,P074,2025-02-02,1,291.07,0,79.76
O02635,C224,P003,2025-07-12,3,1308.66,10,349.48
O02636,C058,P023,2025-05-14,4,1777.08,15,500.82
O02637,C032,P079,2025-12-20,9,423.36,0,107.57
O02638,C190,P031,2025-07-11,7,489.3,15,24.98
O02639,C066,P043,2025-10-30,3,1123.2,20,221.5
O02640,C146,P087,2025-11-10,2,460.88,0,65.85
O02641,C098,P072,2025-06-04,4,110.12,5,30.12
O02642,C151,P092,2025-06-13,5,671.7,20,108.03
O02643,C200,P007,2025-01-11,1,451.77,0,99.28
O02644,C243,P040,2025-08-05,9,4106.61,0,823.8
O02645,C133,P034,2025-08-27,6,2336.04,0,600.14
O02646,C267,P021,2025-06-10,10,1260.9,10,259.76
O02647,C240,P098,2025-12-10,7,2348.22,20,304.23
O02648,C141,P065,2025-08-26,8,1555.2,15,84.54
O02649,C202,P071,2025-12-19,5,1445.95,0,342.81
O02650,C059,P084,2025-08-26,8,3284.64,5,215.64
O02651,C073,P065,2025-01-25,7,1360.8,20,149.34
O02652,C043,P077,2025-09-12,2,950.02,0,85.54
O02653,C060,P091,2025-12-03,9,3047.85,10,200.97
O02654,C031,P074,2025-12-04,4,1164.28,20,345.36
O02655,C055,P010,2025-11-17,1,293.01,20,79.03
O02656,C249,P090,2025-10-25,4,1196.76,5,290.97
O02657,C228,P065,2025-10-04,3,583.2,15,104.18
O02658,C204,P090,2025-06-28,6,1795.14,0,136.8
O02659,C227,P062,2025-02-22,8,1341.6,5,103.01
O02660,C263,P062,2025-01-11,2,335.4,0,43.19
O02661,C241,P038,2025-05-20,8,246.4,15,13.6
O02662,C088,P074,2025-09-30,1,291.07,0,19.74
O02663,C181,P029,2025-02-25,8,2081.68,10,286.26
O02664,C202,P050,2025-10-20,9,4180.68,10,210.38
O02665,C258,P075,2025-07-15,6,2509.92,5,670.08
O02666,C020,P011,2025-06-06,1,48.35,5,3.27
O02667,C096,P087,2025-08-11,6,1382.64,0,266.94
O02668,C170,P056,2025-03-22,1,261.99,10,33.62
O02669,C250,P095,2025-05-10,5,885.8,20,150.51
O02670,C150,P083,2025-07-07,1,465.48,10,117.27
O02671,C239,P014,2025-04-17,7,1114.96,15,96.91
O02672,C187,P023,2025-05-28,8,3554.16,10,778.48
O02673,C241,P067,2025-07-18,7,1716.68,5,153.45
O02674,C229,P053,2025-11-21,1,434.3,20,91.59
O02675,C065,P031,2025-07-21,9,629.1,20,94.86
O02676,C032,P098,2025-12-27,10,3354.6,5,932.8
O02677,C095,P080,2025-11-05,1,322.73,20,20.71
O02678,C225,P062,2025-01-29,6,1006.2,20,240.6
O02679,C229,P093,2025-02-26,9,484.65,0,66.67
O02680,C219,P056,2025-04-11,5,1309.95,20,352.02
O02681,C166,P053,2025-12-25,6,2605.8,5,577.52
O02682,C272,P006,2025-07-28,10,653.7,15,72.2
O02683,C124,P072,2025-06-23,5,137.65,5,14.34
O02684,C207,P070,2025-02-15,8,1848.08,15,484.63
O02685,C265,P027,2025-09-18,8,2186.96,20,391.73
O02686,C073,P067,2025-08-31,1,245.24,20,21.47
O02687,C215,P072,2025-04-10,4,110.12,0,29.8
O02688,C032,P019,2025-02-11,1,20.62,20,1.84
O02689,C290,P039,2025-12-12,8,3919.76,15,537.3
O02690,C289,P092,2025-06-02,8,1074.72,15,188.94
O02691,C101,P046,2025-06-12,8,336.72,0,26.17
O02692,C091,P071,2025-05-31,1,289.19,15,38.69
O02693,C046,P086,2025-11-28,6,2231.7,10,368.08
O02694,C195,P089,2025-08-24,1,220.92,15,57.23
O02695,C237,P074,2025-05-06,8,2328.56,20,529.57
O02696,C196,P050,2025-05-25,1,464.52,20,110.46
O02697,C010,P026,2025-04-27,9,4273.83,15,669.07
O02698,C018,P073,2025-08-31,5,493.65,20,58.09
O02699,C279,P032,2025-07-02,6,1476.96,10,390.36
O02700,C254,P083,2025-05-19,10,4654.8,20,1192.08
O02701,C239,P052,2025-11-16,3,1229.13,20,195.23
O02702,C241,P083,2025-06-01,8,3723.84,5,1098.67
O02703,C112,P035,2025-06-23,10,1490.3,15,139.7
O02704,C096,P095,2025-06-17,3,531.48,15,27.78
O02705,C090,P029,2025-02-15,1,260.21,10,77.6
O02706,C114,P099,2025-11-18,4,618.84,20,175.7
O02707,C080,P071,2025-03-18,3,867.57,15,232.98
O02708,C102,P038,2025-08-06,3,92.4,0,7.21
O02709,C015,P064,2025-12-17,2,891.88,10,265.22
O02710,C246,P007,2025-03-03,4,1807.08,20,175.54
O02711,C074,P087,2025-03-09,8,1843.52,10,552.44
O02712,C220,P025,2025-11-20,10,347.7,20,51.84
O02713,C210,P075,2025-10-14,10,4183.2,20,769.25
O02714,C232,P019,2025-05-06,2,41.24,20,11.97
O02715,C180,P052,2025-02-12,2,819.42,10,85.64
O02716,C160,P080,2025-04-21,1,322.73,20,65.47
O02717,C015,P013,2025-07-03,3,141.12,0,32.8
O02718,C130,P045,2025-05-02,5,946.45,20,218.49
O02719,C293,P002,2025-04-02,9,1632.96,15,386.42
O02720,C182,P066,2025-02-18,3,237.18,5,63.42
O02721,C221,P030,2025-01-18,4,901.56,20,167.42
O02722,C287,P023,2025-12-28,3,1332.81,10,355.77
O02723,C169,P048,2025-12-02,6,2353.2,15,577.16
O02724,C141,P095,2025-08-19,6,1062.96,20,100.24
O02725,C261,P022,2025-06-22,10,4742.0,5,1340.41
O02726,C274,P063,2025-08-07,3,923.64,0,67.52
O02727,C016,P032,2025-10-26,8,1969.28,20,327.02
O02728,C177,P071,2025-02-14,3,867.57,0,62.98
O02729,C039,P002,2025-02-14,10,1814.4,5,404.98
O02730,C117,P071,2025-09-25,4,1156.76,5,328.81
O02731,C128,P061,2025-03-15,2,253.06,10,71.38
O02732,C013,P093,2025-03-17,7,376.95,15,71.39
O02733,C178,P006,2025-09-22,9,588.33,5,92.3
O02734,C052,P093,2025-01-08,6,323.1,20,58.25
O02735,C262,P075,2025-12-18,6,2509.92,15,365.18
O02736,C222,P039,2025-10-16,9,4409.73,5,248.72
O02737,C155,P029,2025-02-10,1,260.21,15,40.58
O02738,C294,P049,2025-08-10,3,1474.77,15,256.09
O02739,C042,P066,2025-07-20,7,553.42,0,136.58
O02740,C076,P049,2025-03-07,4,1966.36,10,98.38
O02741,C262,P035,2025-04-10,5,745.15,15,170.17
O02742,C177,P077,2025-11-11,4,1900.04,5,215.2
O02743,C182,P064,2025-01-22,2,891.88,20,239.41
O02744,C008,P067,2025-12-31,8,1961.92,20,181.46
O02745,C238,P024,2025-08-28,9,657.45,20,153.86
O02746,C223,P029,2025-10-04,10,2602.1,0,589.37
O02747,C230,P045,2025-09-03,2,378.58,5,68.46
O02748,C253,P024,2025-03-20,9,657.45,20,111.47
O02749,C076,P067,2025-04-03,1,245.24,20,43.46
O02750,C050,P066,2025-01-14,1,79.06,10,9.9
O02751,C216,P097,2025-10-28,1,226.37,15,50.76
O02752,C005,P024,2025-04-18,8,584.4,20,53.88
O02753,C140,P001,2025-02-25,5,1273.75,0,141.23
O02754,C012,P061,2025-12-02,4,506.12,0,137.98
O02755,C105,P027,2025-08-14,7,1913.59,20,540.97
O02756,C240,P018,2025-06-16,5,1093.9,5,308.78
O02757,C201,P036,2025-05-29,5,467.4,10,119.69
O02758,C130,P035,2025-01-07,4,596.12,20,44.74
O02759,C041,P054,2025-02-01,3,38.73,0,4.67
O02760,C015,P098,2025-02-06,8,2683.68,0,688.24
O02761,C250,P023,2025-12-11,3,1332.81,20,119.61
O02762,C040,P011,2025-06-30,4,193.4,0,36.91
O02763,C258,P035,2025-10-20,9,1341.27,15,80.56
O02764,C244,P010,2025-07-05,1,293.01,10,71.57
O02765,C033,P055,2025-01-18,6,1294.02,15,104.37
O02766,C288,P009,2025-06-28,10,1543.5,15,385.56
O02767,C161,P030,2025-09-12,8,1803.12,0,419.47
O02768,C267,P067,2025-09-11,2,490.48,20,37.11
O02769,C288,P015,2025-11-24,7,2568.79,5,471.45
O02770,C034,P021,2025-01-11,1,126.09,10,12.05
O02771,C055,P083,2025-12-08,8,3723.84,15,431.56
O02772,C014,P032,2025-09-27,5,1230.8,15,354.32
O02773,C266,P090,2025-04-12,3,897.57,5,241.84
O02774,C069,P013,2025-08-08,6,282.24,0,71.42
O02775,C230,P010,2025-01-05,2,586.02,10,91.66
O02776,C164,P095,2025-08-21,10,1771.6,10,167.7
O02777,C036,P075,2025-06-04,8,3346.56,10,182.04
O02778,C212,P047,2025-11-24,2,396.22,15,114.39
O02779,C117,P008,2025-09-29,6,1513.92,5,295.56
O02780,C245,P021,2025-05-21,1,126.09,10,21.66
O02781,C131,P004,2025-05-13,2,892.42,15,208.77
O02782,C051,P040,2025-01-21,4,1825.16,20,204.76
O02783,C198,P005,2025-03-15,7,607.11,5,49.48
O02784,C057,P045,2025-05-16,9,1703.61,5,257.23
O02785,C089,P068,2025-09-20,2,732.62,5,166.49
O02786,C256,P086,2025-04-01,5,1859.75,10,419.32
O02787,C103,P018,2025-10-19,1,218.78,15,59.03
O02788,C147,P026,2025-08-27,3,1424.61,20,255.91
O02789,C072,P050,2025-01-06,3,1393.56,20,222.45
O02790,C095,P019,2025-04-22,5,103.1,20,6.66
O02791,C114,P093,2025-03-31,9,484.65,10,113.58
O02792,C196,P034,2025-03-24,2,778.68,0,67.92
O02793,C019,P092,2025-01-08,1,134.34,20,33.48
O02794,C232,P051,2025-08-17,9,145.89,5,7.51
O02795,C276,P088,2025-01-29,9,2601.09,15,329.28
O02796,C170,P023,2025-07-18,4,1777.08,20,106.97
O02797,C292,P067,2025-03-16,8,1961.92,5,254.79
O02798,C030,P077,2025-05-08,8,3800.08,5,418.98
O02799,C217,P038,2025-01-15,2,61.6,5,6.0
O02800,C083,P089,2025-10-20,4,883.68,0,46.75
O02801,C113,P076,2025-01-21,2,42.12,20,6.82
O02802,C103,P098,2025-04-17,9,3019.14,20,485.31
O02803,C296,P020,2025-03-24,1,261.28,5,56.46
O02804,C178,P056,2025-09-01,10,2619.9,20,142.41
O02805,C076,P041,2025-05-18,9,2404.08,20,566.08
O02806,C024,P065,2025-09-30,3,583.2,20,140.05
O02807,C189,P100,2025-12-19,1,118.57,10,20.39
O02808,C134,P045,2025-02-06,6,1135.74,5,106.29
O02809,C004,P065,2025-01-13,7,1360.8,5,361.09
O02810,C274,P098,2025-03-14,6,2012.76,15,340.83
O02811,C063,P079,2025-05-09,5,235.2,10,69.26
O02812,C279,P034,2025-07-03,9,3504.06,20,459.93
O02813,C247,P011,2025-06-18,10,483.5,20,80.07
O02814,C292,P027,2025-07-05,4,1093.48,15,230.17
O02815,C276,P048,2025-02-25,1,392.2,20,48.43
O02816,C038,P014,2025-08-02,4,637.12,15,106.14
O02817,C048,P087,2025-06-22,7,1613.08,0,157.2
O02818,C194,P085,2025-05-04,5,2280.55,0,170.63
O02819,C242,P067,2025-02-18,8,1961.92,5,549.35
O02820,C047,P091,2025-09-24,2,677.3,0,136.8
O02821,C299,P081,2025-08-31,6,676.44,20,81.1
O02822,C092,P015,2025-07-22,1,366.97,20,26.22
O02823,C264,P004,2025-04-19,8,3569.68,5,975.49
O02824,C012,P098,2025-11-20,3,1006.38,5,236.21
O02825,C087,P048,2025-08-16,7,2745.4,15,694.94
O02826,C183,P056,2025-07-22,4,1047.96,15,72.52
O02827,C097,P076,2025-02-18,8,168.48,0,42.61
O02828,C099,P023,2025-08-27,2,888.54,15,263.69
O02829,C093,P074,2025-02-04,10,2910.7,5,837.32
O02830,C262,P076,2025-05-31,3,63.18,10,12.15
O02831,C272,P011,2025-02-21,4,193.4,20,26.08
O02832,C236,P031,2025-01-03,1,69.9,5,17.45
O02833,C115,P014,2025-05-26,1,159.28,15,19.07
O02834,C011,P018,2025-09-09,3,656.34,20,83.68
O02835,C004,P061,2025-08-24,8,1012.24,5,66.13
O02836,C140,P055,2025-05-14,9,1941.03,5,292.84
O02837,C018,P096,2025-11-07,2,875.36,10,46.02
O02838,C083,P079,2025-03-14,4,188.16,5,49.08
O02839,C032,P084,2025-05-09,3,1231.74,15,354.71
O02840,C156,P043,2025-04-04,10,3744.0,0,1064.53
O02841,C256,P084,2025-08-11,7,2874.06,15,643.58
O02842,C264,P029,2025-06-29,10,2602.1,10,194.95
O02843,C216,P008,2025-03-17,3,756.96,15,93.83
O02844,C246,P088,2025-09-29,3,867.03,0,120.54
O02845,C238,P060,2025-04-18,9,1780.2,10,129.09
O02846,C046,P098,2025-03-27,7,2348.22,0,491.29
O02847,C230,P074,2025-01-04,6,1746.42,10,122.2
O02848,C100,P006,2025-05-02,5,326.85,5,84.17
O02849,C177,P029,2025-01-17,4,1040.84,5,308.07
O02850,C044,P056,2025-01-08,10,2619.9,0,415.0
O02851,C022,P093,2025-11-08,3,161.55,15,44.93
O02852,C103,P065,2025-05-18,6,1166.4,10,298.62
O02853,C187,P054,2025-05-14,10,129.1,0,12.86
O02854,C193,P024,2025-10-15,4,292.2,15,47.24
O02855,C061,P020,2025-09-11,8,2090.24,10,194.35
O02856,C238,P022,2025-11-24,8,3793.6,10,315.29
O02857,C287,P018,2025-02-21,4,875.12,5,124.78
O02858,C057,P025,2025-09-12,4,139.08,0,14.9
O02859,C241,P069,2025-03-16,6,2317.8,0,258.67
O02860,C124,P006,2025-05-15,1,65.37,15,19.47
O02861,C126,P090,2025-08-10,8,2393.52,15,373.66
O02862,C241,P099,2025-04-05,4,618.84,5,45.85
O02863,C048,P047,2025-04-08,9,1782.99,15,205.98
O02864,C276,P064,2025-10-11,1,445.94,5,34.99
O02865,C061,P010,2025-05-08,10,2930.1,10,549.78
O02866,C026,P066,2025-07-18,10,790.6,15,221.32
O02867,C145,P094,2025-08-09,9,588.24,0,118.37
O02868,C151,P084,2025-11-18,7,2874.06,0,372.6
O02869,C295,P021,2025-05-30,2,252.18,15,27.69
O02870,C059,P020,2025-09-07,2,522.56,5,109.39
O02871,C164,P084,2025-02-12,6,2463.48,15,267.96
O02872,C252,P028,2025-12-29,7,1307.46,20,110.73
O02873,C091,P017,2025-05-19,10,3733.6,20,754.84
O02874,C255,P056,2025-11-27,1,261.99,15,70.25
O02875,C101,P056,2025-03-21,7,1833.93,20,153.71
O02876,C091,P009,2025-03-05,5,771.75,15,156.24
O02877,C228,P055,2025-04-18,10,2156.7,10,349.48
O02878,C137,P084,2025-09-04,4,1642.32,5,489.87
O02879,C261,P040,2025-08-23,5,2281.45,10,536.7
O02880,C172,P044,2025-02-18,6,222.6,20,11.77
O02881,C204,P068,2025-11-19,6,2197.86,10,485.21
O02882,C046,P082,2025-02-11,4,1550.8,15,419.27
O02883,C226,P003,2025-10-11,9,3925.98,20,1120.24
